"workerId","condition","batch","counterbalance","totalBonus","duration","numeracy","bet","bonus","cles","groundTruth","keep","outcome","pay","respTime","sdDiff","startTime","trial","trialDur","trialIdx","win","repaired"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,800,0.009,65,0.116,150,"False",150,1550078827.546,5,1550078779.241,8,48.3050000667572,12,0,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,600,0.045045,50,0.4,750.75,"True",750.75,1550078843.673,1,1550078832.829,9,10.8440001010895,4,0,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,600,0.045045,60,0.228,750.75,"False",750.75,1550078859.448,5,1550078847.921,10,11.5269999504089,13,0,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,400,0.027,25,0.228,450,"False",450,1550078871.328,1,1550078863.183,11,8.14499998092651,3,0,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,600,0.09,75,0.4,300,"True",1500,1550078897.185,5,1550078875.206,12,21.9789998531342,14,1200,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,800,0.009,65,0.116,150,"False",150,1550078918.527,1,1550078904.229,13,14.2979998588562,2,0,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,750,0.07275,75,0.6,187.5,"True",1212.5,1550078934.125,5,1550078922.667,14,11.4579999446869,15,1025,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,300,0.0315,25,0.055,525,"False",525,1550078948.691,1,1550078938.059,15,10.6319999694824,1,0,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,700,0.0135,80,0.772,225,"False",225,1550078967.472,5,1550078952.261,16,15.2109999656677,16,0,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,1000,0,25,0.025,0,"False",0,1550078989.639,1,1550078971.81,17,17.8289999961853,0,0,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,1000,0.0565113122171946,80,0.884,0,"True",941.855203619909,1550079002.576,5,1550078993.709,18,8.86699986457825,17,941.855203619909,"False"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,1000,0.0520769230769231,75,0.975,0,"True",867.948717948718,1550079017.23325,5,1550079007.092,19,10.1412498950958,19,867.948717948718,"True"
"bd8cedd7","intervals_w_means",6,8,0.840282182001005,619.93499994278,8,1000,0.0534444444444444,75,0.945,0,"True",890.740740740741,1550079031.793,5,1550079022.198,20,9.59500002861023,18,890.740740740741,"False"
